"text-lg"
"ব্রাজিলে স্ত্রীর ইনস্টাগ্রাম পোস্টের জেরে ধরা পড়লেন মাদকসম্রাট"
"ইতালিতে ভিসা জালিয়াতি নিয়ে মেলোনির অভিযোগের পর আটক ৪০"
"যুদ্ধবিমানের রাডার যেভাবে কাজ করে"
"এক যুগ পর রিয়াদে নামল সিরিয়ার যাত্রীবাহী বিমান"
"বাংলাদেশের উন্নয়নে চীনের সমর্থন অব্যাহত রাখার আশ্বাস শি জিনপিংয়ের"
"গাজায় হামাসের হামলায় নিহত আরও এক ইসরায়েলি কমান্ডো"
"মার্কিন-ইসরায়েল সম্পর্কিত ৩ জাহাজে হুতিদের হামলা"
"দ. আফ্রিকায় স্কুলগামী মিনিবাস উল্টে আগুন, ১২ শিশুর মর্মান্তিক মৃত্যু"
"গোলান মালভূমিতে কয়েক ডজন কাতিউশা রকেট ছুড়ল হিজবুল্লাহ, নিহত ২"
"গাজায় জাতিসংঘ পরিচালিত স্কুলে ফের হামলা, নিহত ২৯"
"তুরস্কের উপকূলে নৌকাডুবি, ইউরোপে যাবার পথে ৭ অভিবাসীর মৃত্যু"
"পুতিনের বিরুদ্ধে প্রতিবাদ, নাভালনির স্ত্রীকে গ্রেপ্তারের নির্দেশ"
"ভারতে তালাকপ্রাপ্ত মুসলিম নারীরা স্বামীদের কাছে ভরণপোষণ দাবি করতে পারবেন"
"ভারতে ২ নবজাতক মেয়েকে হত্যা করায় বাবাকে গ্রেপ্তার"
"পাকিস্তানে রান্না করতে দেরি; শ্বশুরবাড়ির লোকজনের হাতে পুত্রবধূ খুন"
"যুক্তরাজ্যের নতুন সরকারে দায়িত্ব পেলেন রুশনারা আলীও"
"ভারতে এক্সপ্রেসওয়েতে ভয়াবহ দুর্ঘটনায় নিহত ১৮"
"রেড জায়ান্ট চীনের অবিশ্বাস্য অর্থনৈতিক উত্থান!"
"প্রথম বাংলাদেশি বংশোদ্ভূত হিসেবে যুক্তরাজ্যের মন্ত্রী হলেন টিউলিপ সিদ্দিক"
"পেরুতে ২২ বছর পর পর্বতারোহীর অক্ষত মরদেহ উদ্ধার"
"বাংলাদেশি কিডনি পাচার চক্রের সঙ্গে জড়িত ভারতীয় চিকিৎসক গ্রেপ্তার"
