"h3"
"'যুদ্ধ নয়, বিশ্বকে বুদ্ধ দিয়েছে ভারত', অস্ট্রিয়ায় বড় বার্তা নমোর"
"ভিক্ষা করতে বিদেশে? পাসপোর্ট বাতিল হাজার হাজার পাকিস্তানির"
"'আমি পুরুষদের অপমান করি, কন্ট্রোল করি, ওরা আমায় টাকা দেয়'"
"পাকিস্তানে 'ভিক্ষা' কত বড় শিল্প জানেন? আজকাল চলছে রফতানিও"
"মহাকাশের অসীমে ঘুরছে একটা 'চোখ', এটাই নাকি 'নতুন পৃথিবী'"
"ব্রিটেনের নতুন মন্ত্রিসভায় ২ বাঙালি নারী, আবেগে ভাসছে বাংলাদেশ"
"৪০ বছর পর প্রথমবার, রাশিয়া সফর শেষে অস্ট্রিয়ায় পৌছলেন প্রধানমন্ত্রী"
"শেষ হতে পারে ইউক্রেন যুদ্ধ! প্রধানমন্ত্রী মোদী দিলেন বড় ইঙ্গিত"
"রাশিয়ায় গিয়ে হঠাৎ মিঠুন চক্রবর্তীর নাম নিলেন প্রধানমন্ত্রী মোদী"
"'যুদ্ধক্ষেত্রে কোনও সমাধান হয় না...', নৈশভোজে পুতিনকে কী বললেন মোদী"
"মোদী পৌঁছতেই ইউরোপের সবথেকে উঁচু টাওয়ার সেজে উঠল তেরঙায়"
"ইউক্রেনের শিশু হাসপাতালে মিসাইল হানা, নিহত ৩৭"
"'সাইলেন্ট হার্ট অ্যাটাক' ধরে দেবে কৃত্রিম বুদ্ধিমত্তাই"
"ট্রাম্পের পুনরুত্থান রুখতে বাইডেনের থেকে বড় বাজি কমলা?"
"জিনপিংয়ের থেকেও মোদীর গুরুত্ব বেশি! সফরের শুরুতেই বুঝিয়ে দিল রাশিয়া"
"ধীরে ঘুরছে, এবার উল্টো ঘুরবে! বড় পরিবর্তন আসছে পৃথিবীর শরীরে!"
"ফেরাতে পারলেন না প্রিয় বন্ধুর ডাক, দুদিনের রাশিয়া সফরে প্রধানমন্ত্রী"
"'ওরা ঈর্ষার চোখে দেখছে', মোদীর সফর নিয়ে বড় বিবৃতি রাশিয়ার"
"উলুধ্বনি, মিষ্টিমুখে ১০০ জামাইকে বরণ"
"রথের রশিতে টান দেওয়ার আনন্দ বদলে গেল বিষাদে, ছড়িয়ে ছিটিয়ে দেহ"
"রাতে অনলাইনে নীল ছবি দেখতে হলে, দিতে হবে পাসপোর্ট!"
"লক্ষাধিক ভোটে জয়, ইরানের নতুন প্রেসিডেন্ট হলেন মাসুদ পেজ়েশকিয়ান"
"সুনকের বিদায় মুহূর্তেও চরম ট্রোলড স্ত্রী অক্ষতা, কী কারণে এত সমালোচনা?"
"কাশ্মীর ইস্যু নিয়ে 'পাল্টি' স্টার্মারের, কী প্রভাব পড়বে সম্পর্কে?"
"ক্ষমতায় টিকে থাকতে দেশের সম্পদ বিক্রি করবেন? জবাব দিলেন হাসিনাই"
"অতিরিক্ত কাজের চাপ, আত্মহত্যা করল রোবট!"
"ব্রিটেনে বিপুল সংখ্যাগরিষ্ঠতা নিয়ে জয়ের জন্য স্টারমারকে অভিনন্দন মোদীর"
"ঋষির 'হিন্দুত্ব' ম্লান, ব্রিটিশ-ভারতীয়রা বেছে নিলেন 'গরিবের ছেলে'কেই"
"'সরি...', গণনার মধ্যেই হার মেনে নিলেন ঋষি"
"ঋষির বিদায় নিশ্চিত, ব্রিটেনের মসনদে আসছে লেবার, ভারতের জন্য দুঃসংবাদ?"
"কেন আমেরিকাকে টপকাতে পারছে না চিন?"
"'বিচ্ছিন্ন করুন, ফাঁস করে দিন ওদের...', SCO সামিটে সুর চড়াল ভারত"
"কাটত পাথরও, পাহাড়ের গা থেকে উধাও ১৩০০ বছরের পুরোনো দৈব তলোয়ার"
"এক্সিটপোল ইঙ্গিত দিচ্ছে সুনকের 'এক্সিট', প্রধানমন্ত্রী হবেন স্টার্মার?"
"ছেলের জন্য ওষুধ কিনতে বেরিয়ে 'গায়েব' মা, সকালে মিলল চটি-ছেঁড়া প্যান্ট"
"হাড্ডাহাড্ডি লড়াই, শেষকৃত্য থামিয়ে হাঁ করে ফুটবল ম্যাচ দেখল পরিবার!"
"৭ বছর ধরে খুঁজছে একাধিক দেশের পুলিশ, সুন্দরীর মাথার দাম ৪২ কোটি টাকা!"
"৪ বছর পর ভারতে ফেরা, বিমানেও উঠেছিলেন তরুণী, কিন্তু সিটবেল্ট লাগাতেই.."
"ব্রিটেনের ভোটেও ফ্য়াক্টর হিন্দুত্ব? ভরসা রাখছেন ঋষি সুনক"
"নাস্তিকে ছেয়ে যাচ্ছে গোটা দেশ, নিলামে উঠল প্রায় শ’খানেক গির্জা"
"চোখ ধাঁধানো বিয়েবাড়ি, উপহার পেলেন আমন্ত্রিতরা, কী দিলেন বর-বধূ?"
"১০০ বছরে ১৯০ বার! বছরে প্রায় দু’বার করে নির্বাচিত সরকার পড়েছে এই দেশে"
"গলার ভিতরে গজাচ্ছে চুল! ঘনঘন সিগারেট খাওয়ার আগে দু'বার ভাবুন"
"মহাকাশে ফেঁসে গেলেন সুনিতা, আদৌ ফিরতে পারবেন তো?"
"প্রেসিডেন্ট মুইজ্জুর উপর কালো জাদু! গ্রেফতার মলদ্বীপের দুই মন্ত্রী"
"ভারতের ধর্মীয় স্বাধীনতা নিয়ে মার্কিনি প্রতিবেদনের নিন্দায় সংখ্যালঘুরা"
"ভূতের মুখে রাম নাম! ১৮০ ডিগ্রি ঘুরে এ কী বলে দিলেন ট্রাম্প"
"ভারত থেকে ফিরেই চিনের বন্দনা! দুই নৌকায় পা দিয়ে চলার খেলায় হাসিনা"
"নিশ্চিহ্ন হচ্ছে সংখ্যালঘুরা? ধর্মদ্রোহিতা আইনই বুমেরাং পাকিস্তানের?"
"হিন্দু সেজে লুকিয়ে ছিল, ফিল্মি স্টাইলে 'পাতাল' থেকে তুলে আনল পুলিশ!"
"শহর জুড়ে পড়ে ২২টি অজ্ঞাতপরিচয় লাশ! রহস্যময় মৃত্যু নিয়ে উদ্বেগে করাচি"
"গভীর রাতে জেলের ছাদ ফুটো করে পালাল চার ফাঁসির আসামি"
"মূল্যবৃদ্ধি ও বেকারত্বে জর্জরিত, তার উপর করের বোঝা, আগুন জ্বলল সংসদে!"
"'ভারত কে, তাদের জানা উচিত...', 'দেশ বিক্রি'র অভিযোগে জবাব হাসিনার"
"মমতার এই বক্তব্যকে আমি সমর্থন করি, কেন্দ্রের এটা করা উচিত: শেখ হাসিনা"
"ভোটের ময়দানে কৃত্রিম বুদ্ধিমত্তা! ব্রিটেনে প্রার্থী 'এআই স্টিভ'"
"ওষুধ খেলেই ফের গজাবে দাঁত, ফোকলা মুখের দিন নাকি শেষ!"
"চিৎকার, গুমরে কান্না, এই গ্রামে হাজার ডাকলেও রাতে দরজা খোলে না কেউ!"
"রাশিয়ায় গিনেগগ-গির্জায় সন্ত্রাস হামলায় মৃত ১৭, গলা কাটা হল ধর্মযাজকের"
"পাখির চোখ ২০৪১! ঝুলিতে ১০ মউ চুক্তি নিয়ে ঢাকায় ফিরলেন হাসিনা"
"সেতু ভেঙে খালে পড়ল বরযাত্রীর গাড়ি, নিহত ৯"
"পরিচারকদের নির্যাতনের অপরাধে ভারতীয় বংশোদ্ভূত ধনকুবের পরিবারের জেল"
"ফিরল গালওয়ানের স্মৃতি, মাঝ সমুদ্রে অতর্কিতে হামলা চিনের"
"মোদীর আমন্ত্রণে দুদিনের সফরে ভারতে শেখ হাসিনা"
"সৌদিতে মৃত ৯৮ ভারতীয়! অবশেষে হজ-মৃত্যু নিয়ে মুখ খুলল বিদেশ মন্ত্রক"
"হেলিকপ্টারে করে প্রতি সপ্তাহে লক্ষ লক্ষ মশা ছাড়ছে সরকার!"
"হিজাব পরলেই মোটা টাকা জরিমানা, এই মুসলিম দেশে এবার কড়া আইন"
"'ফাস্ট অ্যান্ড ফিউরিয়াস', পুতিন-কিমের লিম্যুজিন ড্রাইভ দেখে বুক কাঁপবে"
"মন বলছে যৌবনের তেজি ঘোড়া ছুটুক আজীবন? এই ব্যক্তির কাজে অবাক বিশ্ব"
"৯০০ ছাড়াল মৃত্যু, প্রতি বছরই তো হজ হয়, কেন এত মৃত্যু হচ্ছে মক্কায়?"
"'খেয়ে' নিয়েছিল গরু, ৫০ বছর পর ঘড়ি ফিরে পেলেন কৃষক"
"২৪ বছর পর উত্তর কোরিয়ায় পুতিন, নেপথ্যে কোন রহস্য?"
"'স্বামী-স্ত্রী' নয়, 'ম্যারেজ পার্টনার', দক্ষিণ এশিয়ায় প্রথমবার"
"ভারতীয় চাকরদের বেতনের থেকে পোষা কুকুরের খরচ বেশি!"
"কঠিন হচ্ছে হজ যাত্রা, মৃত্যু হল অন্তত ৫৫০ যাত্রীর"
"২৫ বছর পর পরমাণু শক্তিতে ভারতের পিছনে পড়ল পাকিস্তান! যদিও চিন..."
"'মেরেছিস কলসির কানা, তাই বলে...', মুইজ্জুকে বার্তা মোদীর"
"আড়াই মিনিটেই সাফ পুরো সোনার দোকান, দেখুন রোমহর্ষক ভিডিয়ো"
"৭২ বছরের বৃদ্ধের সঙ্গে ১২ বছরের মেয়ের বিয়ে, বাবার 'কীর্তি'-তে ছি ছি রব"
"হাসিনাকে চিঠি লিখলেন মোদী, কী বার্তা দিলেন?"
"হ্যাক করা হতে পারে EVM, ভোটের পর বিস্ফোরক দাবি ইলন মাস্কের"
"পাবলিক টয়লেটে ঘণ্টার পর ঘণ্টা বসে থাকা আর হবে না, বেশি সময় থাকলেই..."
"শরীরে বাসা বাঁধছে মাংসখেকো ব্যাকটেরিয়া, ৪৮ ঘণ্টাতেই মৃত্যু!"
"বাবা কমিউনিস্ট, মেলোনি কীভাবে হয়ে উঠলেন 'ডানপন্থী' প্রধানমন্ত্রী?"
"সুইজ়ারল্যান্ডে গিয়ে পাতুন সংসার, টাকা দেবে সরকার!"
"তাড়িয়েও শান্তি নেই, প্রাক্তন কর্মীদের থেকে বেতন ফেরত চাইছেন মাস্ক!"
"মঙ্গলে দেড় লক্ষ টন জল, প্রাণের সন্ধান মিলবে? নতুন গবেষণা ঘিরে শোরগোল"
"যুদ্ধ হয়নি, গুলি-গোলাও চলেনি, তারপরেও আয়তনে আরও বড় হয়ে গেল আমেরিকা"
"জেলেনস্কি, ম্যাক্রঁ, সুনকের সঙ্গে বৈঠক মোদীর! অপেক্ষায় পোপ, মেলোনি"
"কম্পিউটার বলছে কর্মীরা কাজে ব্যস্ত, অথচ..."
"মোদী ম্যাজিক! হাতজোড় করে অতিথিদের স্বাগত জানালেন ইটালির প্রধানমন্ত্রী"
